customer_tweet_id,previous_context,customer_message,apple_tweet_id,apple_reply,created_at
1849605,,when you brought a macbook when they had the @118845 promotion and they didnt give you the free headphones...,1849604,@265037 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Wed Oct 18 20:49:01 +0000 2017
325516,,"How is it each time I update to the new iOS system - my phone starts to glitch, and force close. Explain this @115858",325515,@193543 We want to look into what's going on with your phone. Can you tell us which iPhone and iOS version you're using?,Thu Oct 05 11:55:56 +0000 2017
1076345,@373975 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,@AppleSupport So I’ve now discovered not only did u lose over 90K of my pics with ur poxy iOS 11 update it now sucks my battery life if I view pics!😡😤,1076347,@373975 We do want to help you get to the bottom of this. Send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT,Fri Oct 20 03:31:33 +0000 2017
395549,"@AppleSupport needs to fix the latest iOS version, because why haven’t I been able to delete multiple emails at once since the update",@AppleSupport I be having too many emails to delete one by one,395548,"@209619 We're happy to help. Are you running iOS 11.0.2? Additionally, are you unable to select multiple emails? What happens if you try?",Mon Oct 09 14:02:57 +0000 2017
1476978,,@AppleSupport any idea why I’ve got missing icons on (some of) my watch notifications? Been happening since iOS 11 came out? #AppleWatch https://t.co/nKaY5TldM3,1476976,"@338725 We're happy to chat about this. Meet us in DM, and we'll pick up there. https://t.co/GDrqU22YpT",Thu Nov 02 20:26:45 +0000 2017
2799437,"@781040 Got it. Which device are you currently using to FaceTime? Also, what software version is that device running?","@AppleSupport iPhone 7, currently running iOS 11.1",2799438,"@781040 Good to know. We have had some updates since iOS 11.1. We suggest backing up your iPhone to start. Then update iOS to its latest version. If the other party you're trying to FaceTime isn't fully up to date, you may want to let them know to update as well.",Wed Nov 22 00:01:58 +0000 2017
1970890,,@116333 when I plug in my iPhone with iOS 11.1 I can’t use gps😭🤬,1970889,@464166 Let's see if we can assist with this. Can you send us a DM with the model iPhone you're using and your country? https://t.co/GDrqU22YpT,Wed Nov 01 01:18:44 +0000 2017
760520,@301718 We'd like to take a look at that with you.  Have you followed the steps to un-pair the remote here? https://t.co/4gvvYJteCR,@AppleSupport It was never paired to begin with. This only started after I updated.,760519,@301718 Let's dig into this deeper over DM. Please message us there: https://t.co/GDrqU22YpT,Wed Oct 11 19:37:26 +0000 2017
2311568,,@115858 FIX THIS “I️”,2311567,@670376 We have some great news. We've recently released iOS 11.1.1 which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9,Sun Nov 12 20:36:42 +0000 2017
1973670,"@584504 We're here for you. What do you see where the signal should be (searching, no service, etc.)?",@AppleSupport It says no service and I have to restart my phone to get it back. I restored my device as new but it still does it.,1973672,@584504 We'd be happy to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT,Wed Oct 18 18:39:04 +0000 2017
1746782,@526607 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@AppleSupport That does not work🙄,1746784,@526607 Let's take a closer look together. Join us in DM using this link: https://t.co/GDrqU2kzhr,Wed Nov 08 07:39:31 +0000 2017
1735057,,Between that and this glitch with this box letter shit @115858 is about to lose ya girl 🤷🏽‍♀️ https://t.co/yZMV2BOtOs,1735056,@523936 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 04:20:43 +0000 2017
1796371,,Bummed that #iOS11 is killing my battery but loving the autocorrect em dash! — — — — — — @115858,1796370,@539767 Let's take a look at what's going on. Let us know in DM which device you have and which iOS 11 version it is running. https://t.co/GDrqU22YpT,Thu Oct 12 15:02:35 +0000 2017
1773715,,Every time I go to type a long ass message to someone my text app crashes and I lose the whole fucking message I spent typing. @115858 FIX UR SHIT.,1773714,@533083 We'd like to help. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,Wed Nov 08 00:19:46 +0000 2017
2019611,@118429 @AppleSupport https://t.co/zy41rNgDkb,@597229 @AppleSupport Clearly it’s the ? L L U M I️ N A T Y,2019610,"@118429 We want to help you. Check out our article for workaround steps, and DM us if this continues: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT",Sat Nov 04 20:57:16 +0000 2017
1948591,@578938 Let us know what's going on with your iPhone. We're eager to have it operating as expected for you.,@AppleSupport Everything,1948589,"@578938 In order to troubleshoot &amp; isolate any challenges, we'll need to gather some specifics on what's happening. Please DM us. https://t.co/GDrqU22YpT",Mon Oct 30 15:20:44 +0000 2017
1940720,"Want to see what your friends are listening to? Create your Apple Music profile to get started.

Learn more: https://t.co/ZSU5dsSxAr https://t.co/yAWk5arILJ",@AppleSupport What countries this feature supports?,2467259,@705952 Take a look here for the availability of Apple Music: https://t.co/0E1RSkqS0k,Sun Oct 29 20:44:15 +0000 2017
2449499,,"Wish #Apple would remember what I had on, before I turned on the #AirplaneMode. Now, once I goto AirplaneMode &amp; later switch it off, then by default, #iPhone  switches on WiFi,Bluetooth &amp; CellularData. #iOS11 #userexperience #uxdesign @115858 https://t.co/ZHUrecCVsI",2449498,@257653 We value feedback and suggestions on what we can change. Tell us more here: https://t.co/GewaBVdeV8,Wed Nov 15 02:48:17 +0000 2017
356145,,"@AppleSupport hi, i am from UAE, i have iP6s my board damaged. where i can replace the mother board??",356144,@200563 Hello. We received your DM. Please check there for our response.,Sun Oct 08 06:32:42 +0000 2017
1708569,,"@AppleSupport , i️ could care less about the “ i️ “ problem going on ... why is my phone on 20% when it was just on 100% 3 mins ago ?",1708568,@517741 We'd be happy to look into this for you. Please DM us. https://t.co/GDrqU22YpT,Tue Nov 07 00:00:57 +0000 2017
2690888,,"Does anybody else have issues with the Timer on their iPhone? Since iOS 10 he doesn‘t ring anymore...
I overcooked my pasta a dozen times because of this bug.

@AppleSupport",2690887,"@756476 We don't want you having to deal with overcooked pasta! Meet us in DM, tell us which exact version of iOS you're using and which country you're in, and we'll get to the bottom of this. https://t.co/GDrqU22YpT",Sun Nov 19 14:36:42 +0000 2017
1232940,,@AppleSupport any chance of another ios11 update so my phone will actually work?,1232939,@409172 We'd be happy to help. Send us a DM with a few details. https://t.co/GDrqU22YpT,Wed Oct 25 17:18:09 +0000 2017
1406216,,Dear @AppleSupport please advise on how to fix this “I️” IT’S MAKING ME CRAZY,1406214,@446862 We're here for you. Which version of the iOS are you running? You can check by tapping Settings &gt; General &gt; About.,Wed Nov 01 21:33:58 +0000 2017
1697378,,@AppleSupport is there a reason my App Store isn’t working at all ? Help please,1697377,@514865 Thanks Rigo. We've received your DM and we'll continue there in just a moment.,Mon Nov 06 22:34:46 +0000 2017
1711992,,Dear @115858 i bought your neat little $1000 phone but i can’t even read a complete sentence due to the A [?]..fix your shit,1711991,@518565 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 01:26:05 +0000 2017
2906779,@804901 That's a great question!  The notification is there to remind you that an update is available for your device.  You'd need to install the update to remove the notification.  DM us if you have any additional questions: https://t.co/GDrqU22YpT,"@AppleSupport This is not a solution. You force users to update. But I don't want to update. iOS don't need to remind me all the time, that updates are available. I want to go manually check for updates. This is not user friendly.",2906781,@804901 We understand your concern on this topic. We have a feedback link for you. This will allow you to request features and leave product feedback:  https://t.co/eTPVYVFyd8,Tue Nov 28 20:52:13 +0000 2017
941435,,So I charged an iPod I haven’t used in ages and it tells me to try logging in after 47.5 years later 😂 @115858 @AppleSupport https://t.co/zDPUmuJSQl,941434,@343182 We're happy to help. Check out the information here: https://t.co/F1QfwW1u1N https://t.co/GDrqU22YpT,Sat Oct 21 06:38:23 +0000 2017
658044,@276652 Does this same issue occur if you listen to music with another application?,@AppleSupport yes,658045,"@276652 With Spotify does this occur with music being streamed, music that is downloaded, or both? Do you have any updates available for Spotify? Let us know via DM, then we can go from there. https://t.co/GDrqU22YpT",Wed Nov 22 23:35:17 +0000 2017
2152148,"@386061 Greetings! You can only see the battery percentage from Control Center. For more information, click here: https://t.co/SFmjLOFDei",@AppleSupport That’s not an option on the X https://t.co/mNmDVKOXwy,2152150,@386061 On the iPhone X you can only see the battery percentage in Control Center. You will not be able to add it to the status bar.,Sun Nov 26 13:43:39 +0000 2017
1596747,@115858 For the last 2 days (been on 11.1 beta for some time now) when I️ type the capital letter i I️ get this in all my msgs MacOS too https://t.co/IZWjCW9bno,@115858 @AppleSupport I’m seeing it in other people’s posts on FB too https://t.co/xwj0YKqrYm,1596746,@490539 Hi. We'd like to help. We suggest using this workaround for now: https://t.co/xXaXeeSRt9 Let us know if you have questions.,Sat Nov 04 18:32:22 +0000 2017
2913277,@806470 Thanks for the screenshot. Have you tried a force restart? To restart your iOS device: https://t.co/JWOTqcWcbG,@AppleSupport it's working now .. how can I avoid the issue in the future?!,2913279,"@806470 We're unsure as to what may have caused this to happen. However, if you run into this again, please don't hesitate to contact us. We're always happy to help.",Tue Nov 28 22:57:41 +0000 2017
1524175,,"@AppleSupport  dear Apple, any suggestion to get guided in the world of Apple? Just got me an nice MacBook Air, but I'm puzzeling..thnx 😘",1524174,@473513 Hey there. Congrats on your new Mac. Check here for your local Apple Store workshops: https://t.co/1OHK2GE82Q,Fri Nov 03 16:16:22 +0000 2017
1593877,,@AppleSupport I can’t type without my “I” changing to a weird character. I️ literally have to go to my emojis?? PLEASE FIX THIS https://t.co/0Z56oCnNkz,1593876,@489834 We're happy to help. Check out https://t.co/xU1AGHStV6 &amp; try the recommended steps. Let us know if you have any questions.,Sat Nov 04 18:15:37 +0000 2017
1638921,,@AppleSupport i got a notification of someone accessing my Apple ID. How that is possible and what should I do now? #apple,1638920,@501146 We know how alarming this may be. Where did you receive the notification? Let us know in DM. https://t.co/GDrqU22YpT,Tue Oct 17 08:46:52 +0000 2017
2300677,@667737 With my luck I’m gonna die from the most random shit like a rogue meteorite falling from the atmosphere or some shit I️ just know it.,@667737 Goddammit @115858 fix this shit already! 👉🏼 I️,2300676,@667736 We have a solution for this. Make sure your device is updated to 11.1.1: https://t.co/soeXTHWFdK,Sun Nov 12 13:07:35 +0000 2017
1714127,,Someone PLEASE explain!! @115858 @AppleSupport https://t.co/XkaukjUG5B,1714126,@422567 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 02:15:34 +0000 2017
1532202,,"Hey @115858 what’s up with this update, my i key appears as an A and question mark box🧐",1532201,@475262 We can offer some guidance on that. DM us the iOS version and we'll go from there. https://t.co/GDrqU22YpT,Fri Nov 03 15:57:07 +0000 2017
2440882,,"iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating.

@AppleSupport",2440881,"@700031 We're happy to look into this with you. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",Tue Nov 14 22:18:08 +0000 2017
758356,,@AppleSupport poor control center for ios 11.. disconnects wifi but does not turn off or on from control center,758354,@301213 Thank you for contacting us. You can turn off Wi-Fi under Settings. More info is here: https://t.co/vzVz37YMv0,Sat Sep 30 16:25:34 +0000 2017
1041265,,immensely disappointed that @115858 decided to destroy iPhone 6's battery life with iOS 11 update. Do I really want an iPhone X now? =/,1041264,@118549 That's not the experience we expect you to have. Which iOS 11 version are you using? We'll be happy to see how we can help.,Sat Oct 28 04:29:11 +0000 2017
2009789,,Omg @115858 @AppleSupport y’all need to do another update! Everybody’s “I️” are “ a’s” with a boxed ?” Come on!,2009788,"@594295 Our website here should help with that: https://t.co/xU1AGHStV6 Check it out, and DM us if you have any questions. https://t.co/GDrqU22YpT",Sat Nov 04 16:10:28 +0000 2017
1148777,@390338 You came to the right place. We want you to have a good experience with the update. About how long is your battery lasting?,@AppleSupport 2 hours from 100 percent,1148779,@390338 Let's take a deeper look into this together. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT,Tue Oct 24 16:54:33 +0000 2017
54583,,@AppleSupport @7531 @115858  I need your help! I want to play animal crossing but the app immediately crashes when I open it,54582,"@128371 We want to make sure you are able to play the games you'd like. In order to assist you, we need some information from you. What kind of device are you using? What version of the software is installed? Meet us with this information, here: https://t.co/GDrqU22YpT",Wed Nov 22 23:47:59 +0000 2017
1642508,,@AppleSupport @115858 Can y’all please fix this eye shit? I’m over it.,1642507,@502055 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 23:06:36 +0000 2017
2728081,@192457 You can listen to your Podcasts continuously with the Up Next queue. Find out more online here: https://t.co/gQVExEKnrj DM us if you have any other questions. https://t.co/GDrqU22YpT,@AppleSupport Need to add manually??,2728083,"@192457 Yes, you would add the episode(s) you want to listen to up next. It will then continuously play through the queued episodes until the end of your queue.",Mon Nov 20 15:57:02 +0000 2017
1875050,,"@AppleSupport Please, how do I disable this search suggestion feature? https://t.co/Ra63RozSAX",1875049,@474276 We'd like to gather some more info in order to assist. Reach out to us via DM; we'll continue with you there. https://t.co/GDrqU22YpT,Sat Oct 21 22:06:10 +0000 2017
1714823,,You’d think when you have a $1000 phone that it could type properly! 🤬 @AppleSupport #AppleFail https://t.co/0Z7UMFdWSO,1714821,@519351 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 02:17:21 +0000 2017
1070528,,@AppleSupport sooo whens the next update bc this shit fucked up my phone,1070527,"@372612 Hey, what's going on with your iPhone. Let us know in DM and we'll work with you to get it sorted. https://t.co/GDrqU22YpT",Fri Oct 13 04:29:24 +0000 2017
1156784,,@115858 @AppleSupport saco el cel del bolso y esta así? Wtf happened here? https://t.co/awI6aM8Wv3,1156783,@392122 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Tue Oct 24 15:45:21 +0000 2017
2058040,,@115858 love how slow the updates made my phone keep up the good work 🙄🙄,2058039,"@608666 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",Fri Oct 06 22:47:30 +0000 2017
375097,,"@AppleSupport @115858 iOS 11 has rendered my iPhone 7+ close to unusable. Please fix this ASAP, incredibly upset with the product.",375096,@204943 We'd like to look into this with you. What seems to be going on with your iPhone since the update?,Mon Oct 09 00:17:31 +0000 2017
1560033,,@AppleSupport  I went to Apple Store in Portland there's no walk in purchase. when we can buy i phone x as soon as possible ?,1560032,"@482043 If you contact the store, they'll give you info about availability. Also, here's how to buy it online: https://t.co/f8DbUNfy19",Sat Nov 04 03:04:28 +0000 2017
2425914,,@AppleSupport my iPhone 7 is not updating to to latest software(iOS 11) what should I do ?,2425913,@696622 We can help out. Are you updating through Wi-Fi or through iTunes?,Tue Nov 14 18:53:41 +0000 2017
1047994,@204199 Great questions! Let us know what iOS version is on the iPhone and watchOS version we are working with.,@AppleSupport iOS 11.0.3 and WatchOS 4,1047996,"@204199 Thank you for that info. While we cannot set up a sync frequency, let's see if this link helps: https://t.co/0wGsm473lG",Sat Oct 14 19:56:40 +0000 2017
1834095,,@AppleSupport how do I use my iCloud that I pay for on my iphone6? No space on phone but lots of iCloud doing nothing? Help please?,1834094,@550153 Great question! We'll be happy to provide some clarity on how iCloud works for your device. Send us a DM to continue. https://t.co/GDrqU22YpT,Wed Oct 18 09:13:59 +0000 2017
1443344,,Aye can y’all fix this bug ASAP @115858?! I need my “I’s” to not look like this: I️. Thanks,1443343,@454890 Thanks for reaching out. Which device are you experiencing this with? DM us and let us know. https://t.co/GDrqU22YpT,Thu Nov 02 04:44:12 +0000 2017
873890,@327468 We appreciate the screen recording. Does this happen for all locations or only certain ones?,@AppleSupport It is happening for all the locations !,873892,@327468 Has this been going on since you've owned the device or did you get these results after making any changes? Send us a DM. https://t.co/GDrqU22YpT,Sat Oct 21 03:02:36 +0000 2017
2008083,,@AppleSupport what’s up the ginormous calculator?? #iphonexbug https://t.co/GEbaChVwsf,2008082,@479097 We'd like to take a closer look at what's happening. Send us a DM with what type of device you're using to get started. https://t.co/GDrqU22YpT,Sat Nov 04 07:18:07 +0000 2017
1745534,,"Hey @AppleSupport why all of a sudden is my headphone jack converter ""not a supported accessory?""",1745532,@526318 Let's help get this accessory working again for you. Which iPhone do you have &amp; what version of iOS is installed?,Tue Oct 17 19:52:29 +0000 2017
1970204,,@AppleSupport what’s going on with the keyboard?,1970203,"@583633 You've reached the right place for support. To start, DM us details about what's happening and the device model you're using. https://t.co/GDrqU22YpT",Tue Oct 31 17:05:11 +0000 2017
1477574,,@AppleSupport and thats not very convenient because dutch support times at in middel night in USA.. strange that this isnt possible,1477573,@463082 We’d be happy to help with Apple ID questions. Tell us more in DM. https://t.co/GDrqU22YpT,Thu Nov 02 21:04:20 +0000 2017
1092514,,@AppleSupport iCloud music on but won’t load on daughters iMac desktop. Says ‘We couldn’t make your iCloud Music Library available’. Help 😬,1092513,@377811 We'd like to look into this with you. Send us a DM and we'll start. https://t.co/GDrqU2kzhr,Mon Oct 23 20:15:48 +0000 2017
2870775,,"@AppleSupport I got the iphone x last Friday and every time I try to restore my backup on it the phone restarts, I tried several times and synced it first and nothing worked. Thanks",2870773,@797141 Hi. We are here to help. Are you using iTunes to restore from back up?,Tue Nov 28 02:02:47 +0000 2017
817264,,@AppleSupport hi...I can’t add my credit card in my payment information...why?and do I have to use specific bank?,817263,@314649 Let's take a look into this together. DM us and we'll get started. https://t.co/GDrqU22YpT,Sun Oct 08 16:11:41 +0000 2017
710078,,@115858 needs to fix iOS 11 asap.  I’m tired of not being able to stay on WiFi and my phone restarting at least 3 times a day 🙄,710077,@289791 That should not be happening. We want to help. Tell us what version of iOS you're using via DM. https://t.co/GDrqU22YpT,Tue Oct 10 20:34:42 +0000 2017
1782739,,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",1782738,@535605 We'd be happy to help in any way we can. What content are you referring to? Game content? You can also DM us if you'd like: https://t.co/GDrqU22YpT,Wed Oct 11 00:24:00 +0000 2017
1513884,"@471271 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","@AppleSupport all my photos are gone from my gallery but they still appear in iCloud, i'm really really angry",1513886,@471271 We want to get you pointed in the right direction for help. Reach out to our Apps experts here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT,Tue Oct 17 00:25:32 +0000 2017
503629,@AppleSupport  how do I select my startup drive in recovery mode for my MacBook Pro If it doesn’t give me the option to? #help #applehelp,@AppleSupport Do not need this shit right now!,503627,@235361 We've got your back. Do you see the hard drive in Disk Utility while in recovery mode?,Fri Dec 01 19:23:24 +0000 2017
2783259,,Idk why I think having an otter box will protect my phone when this new iOS is the reason why my phone is garbage @115858,2783258,@777191 We want your iPhone to work seamlessly with iOS 11.1.2. What kind of issues have you noticed since updating? Let's work together to find a solution.,Tue Nov 21 17:41:48 +0000 2017
2295069,,@AppleSupport is it true? https://t.co/4ftMDJe3s7,2295068,@666423 That's likely a phishing attempt. You can find out more about this type of thing and how to respond here: https://t.co/LNMCdqt6fD,Sat Nov 11 22:59:02 +0000 2017
2478958,,@AppleSupport   I have iPhone 7 ios 11.0.3  Drain the battery and  Very slow I want to go back to 10.3.3,2478955,"@708455 We want to help! Although we don't recommend trying to revert to an older iOS version, we would love to work with you in identifying ways to maximize your battery life. Have you thought about updating to iOS 11.1.1 yet?",Wed Nov 15 10:55:40 +0000 2017
1335167,,@115858 @AppleSupport what the fuck is this loop I’m stuck in since 8:01!! Press reserve and just says that over and over!!!! Is it reserved? https://t.co/XKw4C2CSio,1335166,@431455 Our Sales team can help you get to the bottom of it. Reach them here: https://t.co/8yjRd1Xo0i,Fri Oct 27 07:29:26 +0000 2017
1772162,,@115858 When is the next update because I’m real tired of my I️ not being right after the new update. 😇,1772161,@532643 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 01:34:39 +0000 2017
849549,,"unlocked my phone and noticed i lost all my fkn photos 
@AppleSupport care to explain why this has happened???",849548,@321861 Thanks for reaching out. Please DM us which device is having the issue. We'll start there. https://t.co/GDrqU22YpT,Mon Oct 09 04:20:19 +0000 2017
243280,,Hating - HATING - the #iOS 11 update that turns WiFi back on after disabling @AppleSupport,243279,@173769 We can help! Are you turning off Wi-Fi in Control Center or Settings? Let us know if this helps: https://t.co/Ikfbnj28qe,Thu Oct 05 11:38:54 +0000 2017
2230065,,Also fix the thing where i is a block with a question mark. Thanks @115858,2230063,"@650802 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9",Thu Nov 09 15:12:06 +0000 2017
2032488,,"Hi @AppleSupport, yesterday my MacBook is not working, and now, my phone is not even turning on.. so what's with your devices now? 😭",2032487,@510891 We'd like to know more about what's happening with your MacBook and iPhone. Let's continue chatting via DM. https://t.co/GDrqU22YpT,Tue Nov 07 10:51:11 +0000 2017
2082052,,hi @AppleSupport why cant i sign up for the plan on apple music?,2082051,"@615743 We can help with Apple Music! This article goes over how to join: https://t.co/sCAwjWdSKv If you're still having trouble, DM us. https://t.co/GDrqU22YpT",Tue Oct 10 17:07:02 +0000 2017
559785,@250900 We released a new update today. Are you referring to iOS 11.2?,@AppleSupport I didn’t know there was a new update. Will the new update address the battery draining issue with the new one?,559787,@250900 We recommend updating to the new iOS version. Test the device and send us a DM if you still experience the same issues. https://t.co/GDrqU22YpT,Sat Dec 02 21:55:17 +0000 2017
1101056,"@129095 We'll take a look and see what's going on. To verify, what's the iOS version? Does restarting your device make a difference?","@AppleSupport Last time, I was DMed some “reset your settings” info, didn’t work",1101059,@129095 Let's go ahead and continue back in DM. We'll take a closer look. https://t.co/GDrqU22YpT,Mon Oct 23 23:01:59 +0000 2017
879336,@146512 We would be glad to help with this.  Are you getting a error message? Does the issue happen on Wi-Fi and cellular?,@AppleSupport Both WiFi and Cellular. It starts spinning like it’s gonna download but stops. No error codes,879338,@146512 Thanks for letting us know. DM us and we can continue to investigate from there. https://t.co/GDrqU22YpT,Fri Oct 13 16:58:27 +0000 2017
1943409,,Ok @115858 y’all tweaking g. Make this I️ shit stop,1943408,"@577810 We'd like to learn more about the behavior you're seeing. Let us know how to reproduce it, and when it first occurred in DM. https://t.co/GDrqU22YpT",Mon Oct 30 02:33:43 +0000 2017
1963837,,"Ever since I updated my phone my auto correct is whack. Like no iPhone, I didn’t mean to type “Judy” I meant to type “the” @115858",1963836,@582243 Check out this page of the User Guide for help with spelling options: https://t.co/L2Qp1hJ1RT DM us if you have any questions. https://t.co/GDrqU22YpT,Tue Oct 31 03:04:11 +0000 2017
2516096,Uma nova geração do iPhone já está disponível.,@115858 Só queria q meu celular q tem só 4 meses não estivesse cheio dos problemas q tem 🙄 vcs brincaram com essa de estragar o iPhone 7 só pq lançaram o 8 😞🤦🏻‍♀️,2516095,"@716760 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Nov 15 22:17:56 +0000 2017
804880,,"Dear @115858, your recent updates have rendered my phone useless and buggy. Thanks!",804879,@311809 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,Thu Oct 12 16:46:00 +0000 2017
2686078,,WTF @AppleSupport https://t.co/ClODMpsKLq,2686077,@755368 Thanks for reaching out. We see your DM and we'll continue there.,Tue Oct 31 16:59:24 +0000 2017
376025,,"@AppleSupport iOS11 has totaled my phone: 9seconds to boot the camera 7 to switch apps. That is unacceptable, now you unsign 10:3:3 SMH Y!",376024,@205191 We'd love to help! Which version of iOS 11 have you updated to? DM us to let us know. https://t.co/GDrqU22YpT,Mon Oct 09 02:01:35 +0000 2017
2699108,,The new @115858 iPhone update killed my otherwise excellent battery. Sad! @AppleSupport,2699107,@551268 We'd love to help.  Can you send us over a DM with your iPhone model and iOS version?  We'll go from there. https://t.co/GDrqU22YpT,Sun Nov 19 19:42:10 +0000 2017
2739527,,@AppleSupport Hello. I’m having serious battery life issues since the iOS update. Please advise.,2739526,@767547 We can help! Which device are you seeing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,Mon Nov 20 17:07:03 +0000 2017
2053002,,@115858 @AppleSupport I tried to update my phone but it won't even start back up.. it was fine before this... why. https://t.co/5MN7Z65PVc,2053001,"@180815 Let’s work together on a solution. Does this screen with the Apple logo ever go away? DM us the answer, we'll continue there. https://t.co/GDrqU22YpT",Fri Oct 06 00:32:54 +0000 2017
2300384,"@667664 Thanks for reaching out. You must spend any store credit remaining on your Apple ID, and also wait for any pending store credit refunds to process before you can change your country. More information here: https://t.co/usOJWy6ChP","@AppleSupport I can’t spend it, because it is not enough. What do I do?",2300386,@667664 We'll get you pointed in the right direction. Get in touch with our iTunes Store advisors here: https://t.co/SDIe7UiyJN,Sun Nov 12 16:56:34 +0000 2017
1590544,,"Hey @115858. Why is it when I attempt to type the letter I, this I️ thing pops up",1590543,@489026 Check out our article here: https://t.co/MaraeomA15 DM us any other questions. https://t.co/GDrqU22YpT,Sat Nov 04 21:53:00 +0000 2017
1796445,,"Ever since this new update, nothing on any of my social media will load. Get it together @115858",1796444,@482427 We know you need to stay connected. Let's see if we can get those to load. Send us a DM with details. Which apps? https://t.co/GDrqU22YpT,Fri Oct 13 19:16:54 +0000 2017
769007,,@115858 what is up with this software? It has a lot of glitches that need to be fixed. I would like to use my phone properly. Thanks!,769005,@303623 We'd like to look into this with you. What is your current iOS software version? Find it at Settings &gt; General &gt; About.,Wed Oct 11 22:37:05 +0000 2017
2238951,,"more hours wasted trying to solve an @AppleSupport issue because they aren't calling me back (they claim I'm not picking up), and the phone number they provided for me to call doesn't work. maybe this will work",2238950,@652846 That's not the experience we like to hear. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,Sun Nov 26 11:46:58 +0000 2017
333289,,"Hey @AppleSupport, is there a way on IOS 11 to turn off auto brightness? Cause it’s been really killing my phone",333288,"@195387 We've got your back. Check out ""About brightness levels"" here: https://t.co/bkqEVCrK2l Let us know if that helps.",Sat Oct 07 17:09:39 +0000 2017
323844,@193139 Thank you for reaching out. Please DM us and we can take a closer look into this with you. https://t.co/GDrqU22YpT,"@AppleSupport It's pointless, Apple support just repeat technicians view after Stormfront made screen worse in investigation.#poorservice",323846,@193139 We appreciate your response. We are here for you if you wish. Just send us a DM and we will be happy to look into it. https://t.co/GDrqU2kzhr,Sat Oct 07 16:20:51 +0000 2017
2688533,,"Sooooo, is @115858 going to fix this problem with the typing of “I?” This shit is SO annoying.",2688532,@733443 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Wed Nov 08 03:21:53 +0000 2017
1002763,,After updating my iphone 6s its battery getting drained very quickly @115858,1002761,@357360 We're here for you. Let's start by making sure the battery is set for maximum potential life: https://t.co/BGb00taxed,Sat Oct 14 04:45:11 +0000 2017
1949725,,"@115858 you guys seriously turned a great product, into a piece of shit. This update continues to suck, my iPhone 6 is now garbage.",1949724,@579164 We want to make sure you enjoy your Apple products. DM us details of the issue you're experiencing &amp; we'll be happy to help. https://t.co/GDrqU22YpT,Sun Oct 29 04:36:40 +0000 2017
2144600,,"@AppleSupport  please fix the I️ issue, I️ loath using lowercase “i”, it really does bug me. 🍎 🐛",2144599,@630520 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 22:18:45 +0000 2017
